,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf_DR,diff_yf_w/oDR,diff_yf_DR_prob,diff_yf_w/oDR_prob,diff_yf_DR <= diff_yf_w/oDR _values
544,0,0,-0.019684635,0.019684635,0,0.085954912,0.085954912,0.099850386,0.000174074,0.000196392,1
545,0,0,-0.02765888,0.02765888,0,0.092465378,0.092465378,0.102147445,0.000187259,0.00020091,1
546,0,0,-0.011889681,0.011889681,1,0.248212039,0.751787961,0.684001088,0.001522507,0.001345338,0
547,0,0,-0.09948276,0.09948276,0,0.26711601,0.26711601,0.35160163,0.000540958,0.000691553,1
548,0,0,-0.020079769,0.020079769,0,0.086021528,0.086021528,0.094362095,0.000174209,0.000185598,1
549,0,0,-0.052650064,0.052650064,0,0.230429724,0.230429724,0.325463504,0.000466662,0.000640143,1
550,0,0,-0.00958804,0.00958804,0,0.083882138,0.083882138,0.098696381,0.000169877,0.000194122,1
551,0,0,-0.024021983,0.024021983,0,0.099748306,0.099748306,0.115408398,0.000202008,0.000226993,1
552,1,0,-0.014933102,0.014933102,0,0.084567554,0.084567554,0.086642712,0.000171265,0.000170415,1
553,0,0,-0.021564506,0.021564506,0,0.087632991,0.087632991,0.09291219,0.000177473,0.000182746,1
554,1,0,-0.023114674,0.023114674,0,0.060147159,0.060147159,0.066952102,0.000121809,0.000131686,1
555,1,1,0.038700417,0.961299598,1,0.280500054,0.719499946,0.59158206,0.001457118,0.001163562,0
556,0,0,-0.015881509,0.015881509,0,0.085050665,0.085050665,0.093736805,0.000172243,0.000184368,1
557,1,0,-0.015873909,0.015873909,0,0.069999568,0.069999568,0.08254154,0.000141762,0.000162348,1
558,1,-1,-0.009726368,0.990273654,0,0.084870055,0.084870055,0.121203378,0.000171877,0.000238391,1
559,0,0,0.074066669,0.074066669,1,0.137062207,0.862937808,0.756857991,0.001747606,0.001488638,0
560,0,0,-0.00812611,0.00812611,0,0.086861067,0.086861067,0.107376657,0.000175909,0.000211195,1
561,1,0,-0.019457847,0.019457847,0,0.066821843,0.066821843,0.077566601,0.000135326,0.000152563,1
562,1,0,-0.074305668,0.074305668,0,0.249793366,0.249793366,0.34343043,0.000505877,0.000675481,1
563,0,0,-0.045067966,0.045067966,0,0.143872157,0.143872157,0.18691805,0.000291367,0.000367643,1
564,0,0,-0.019851208,0.019851208,0,0.085685514,0.085685514,0.093256056,0.000173529,0.000183422,1
565,0,0,-0.016577497,0.016577497,0,0.08648245,0.08648245,0.111674786,0.000175143,0.000219649,1
566,0,0,-0.083097637,0.083097637,1,0.436141253,0.563858747,0.399575889,0.001141916,0.000785912,0
567,1,0,-0.019150011,0.019150011,0,0.078913249,0.078913249,0.091371417,0.000159814,0.000179715,1
568,0,0,-0.019881174,0.019881174,0,0.085158966,0.085158966,0.104633369,0.000172462,0.0002058,1
569,0,0,0.015189812,0.015189812,1,0.20198527,0.79801476,0.697716236,0.001616125,0.001372314,0
570,1,0,-0.000246227,0.000246227,0,0.098314077,0.098314077,0.11022722,0.000199104,0.000216802,1
571,1,0,-0.017920233,0.017920233,0,0.070232376,0.070232376,0.080675647,0.000142233,0.000158678,1
572,0,0,-0.012576357,0.012576357,0,0.118096635,0.118096635,0.154750675,0.000239167,0.000304374,1
573,0,0,-0.036401138,0.036401138,0,0.10331127,0.10331127,0.128038749,0.000209224,0.000251835,1
574,0,0,-0.063339353,0.063339353,0,0.211004123,0.211004123,0.280676126,0.000427322,0.000552052,1
575,1,0,-0.035693638,0.035693638,0,0.079572059,0.079572059,0.08606708,0.000161148,0.000169282,1
576,0,0,-0.006716512,0.006716512,0,0.081889719,0.081889719,0.095786817,0.000165842,0.0001884,1
577,1,0,-0.014661796,0.014661796,0,0.073864929,0.073864929,0.090485632,0.00014959,0.000177973,1
578,1,0,0.023884371,0.023884371,1,0.24536939,0.754630625,0.729011595,0.001528264,0.001433868,0
579,0,0,-0.019737117,0.019737117,0,0.094120286,0.094120286,0.118088134,0.000190611,0.000232263,1
580,1,0,-0.019521624,0.019521624,0,0.086642422,0.086642422,0.116647758,0.000175467,0.00022943,1
581,1,0,-0.025651246,0.025651246,0,0.07180085,0.07180085,0.080025516,0.00014541,0.000157399,1
582,1,0,-0.01386825,0.01386825,0,0.082746461,0.082746461,0.107072785,0.000167577,0.000210598,1
583,1,-1,-0.006708831,0.99329114,0,0.115927994,0.115927994,0.162448391,0.000234775,0.000319514,1
584,0,0,-0.021077573,0.021077573,0,0.099856347,0.099856347,0.126426116,0.000202227,0.000248663,1
585,1,0,-0.000180066,0.000180066,0,0.083621718,0.083621718,0.093038172,0.000169349,0.000182994,1
586,0,0,-0.018388763,0.018388763,0,0.087737918,0.087737918,0.101285055,0.000177685,0.000199214,1
587,1,0,-0.018741921,0.018741921,0,0.074236371,0.074236371,0.084392257,0.000150342,0.000165988,1
588,0,0,-0.067802452,0.067802452,0,0.178962454,0.178962454,0.21632129,0.000362431,0.000425475,1
589,0,0,-0.034682937,0.034682937,0,0.10780441,0.10780441,0.146780536,0.000218324,0.000288698,1
590,1,1,-0.007674627,1.007674575,1,0.096138604,0.903861403,0.878893852,0.001830484,0.001728666,0
591,1,0,-0.018548533,0.018548533,0,0.070756629,0.070756629,0.091283999,0.000143295,0.000179543,1
592,0,0,0.014407068,0.014407068,0,0.105959967,0.105959967,0.143511847,0.000214588,0.000282268,1
593,1,0,-0.015948571,0.015948571,0,0.078340322,0.078340322,0.094710328,0.000158653,0.000186282,1
594,0,1,-0.004775032,1.004775047,0,0.21189633,0.21189633,0.320057273,0.000429129,0.00062951,1
595,0,-1,-0.047544718,0.952455282,1,0.184676051,0.815323949,0.736379385,0.001651179,0.001448359,0
596,1,0,-0.019035846,0.019035846,0,0.067994125,0.067994125,0.06176855,0.0001377,0.00012149,0
597,1,0,-0.012327351,0.012327351,0,0.079527095,0.079527095,0.097916648,0.000161057,0.000192589,1
598,1,0,-0.020154618,0.020154618,0,0.06901361,0.06901361,0.079318278,0.000139765,0.000156008,1
599,1,0,-0.007738605,0.007738605,0,0.172093749,0.172093749,0.235016122,0.000348521,0.000462245,1
600,1,0,-0.023681745,0.023681745,0,0.091379158,0.091379158,0.116368391,0.000185059,0.000228881,1
601,0,0,-0.018858418,0.018858418,0,0.085553586,0.085553586,0.095839016,0.000173262,0.000188502,1
602,0,0,0.024586469,0.024586469,1,0.361945808,0.638054192,0.45966059,0.001292176,0.00090409,0
603,0,0,-0.017804652,0.017804652,0,0.172995016,0.172995016,0.232913598,0.000350346,0.00045811,1
604,1,0,0.001658686,0.001658686,0,0.109298825,0.109298825,0.118455939,0.00022135,0.000232987,1
605,0,0,-0.010291144,0.010291144,0,0.101236433,0.101236433,0.130534127,0.000205022,0.000256743,1
606,1,0,-0.019290537,0.019290537,0,0.067685775,0.067685775,0.077393346,0.000137076,0.000152222,1
607,0,0,-0.033502996,0.033502996,0,0.097850673,0.097850673,0.11455296,0.000198165,0.00022531,1
608,1,0,-0.008477792,0.008477792,0,0.168937951,0.168937951,0.218425259,0.00034213,0.000429613,1
609,1,-1,-0.012763478,0.9872365,0,0.09926331,0.09926331,0.137197077,0.000201026,0.000269848,1
610,1,0,-0.026851498,0.026851498,0,0.061305232,0.061305232,0.057623014,0.000124154,0.000113337,0
611,1,0,-0.041664928,0.041664928,1,0.323601246,0.676398754,0.541611731,0.00136983,0.001065277,0
612,0,0,-0.023552358,0.023552358,0,0.11208085,0.11208085,0.136114269,0.000226984,0.000267718,1
613,0,0,0.00858669,0.00858669,0,0.133027673,0.133027673,0.17504704,0.000269405,0.000344294,1
614,1,0,-0.014206141,0.014206141,0,0.07062152,0.07062152,0.085847378,0.000143021,0.00016885,1
615,0,0,-0.022129506,0.022129506,0,0.094063923,0.094063923,0.107482359,0.000190497,0.000211403,1
616,0,0,-0.018734336,0.018734336,0,0.088625118,0.088625118,0.102746516,0.000179482,0.000202089,1
617,0,0,-0.025735699,0.025735699,0,0.101214722,0.101214722,0.12490277,0.000204978,0.000245667,1
618,1,0,-0.010753945,0.010753945,0,0.088886291,0.088886291,0.117236838,0.000180011,0.000230589,1
619,1,1,-0.031657845,1.031657815,1,0.124081597,0.875918388,0.835460663,0.001773894,0.001643239,0
620,1,0,-0.01872199,0.01872199,0,0.079886243,0.079886243,0.100844875,0.000161784,0.000198348,1
621,1,0,0.052151024,0.052151024,1,0.427122623,0.572877407,0.415954769,0.001160181,0.000818127,0
622,0,-1,-0.026792772,0.973207235,1,0.09630578,0.903694212,0.897307098,0.001830145,0.001764882,0
623,0,1,-0.018585287,1.018585324,0,0.134751737,0.134751737,0.164839998,0.000272897,0.000324218,1
624,0,0,-0.034532234,0.034532234,0,0.090454504,0.090454504,0.089818515,0.000183187,0.000176661,0
625,1,0,-0.02007506,0.02007506,0,0.06891717,0.06891717,0.08438246,0.00013957,0.000165969,1
626,1,0,0.004185915,0.004185915,1,0.387981266,0.612018704,0.483146727,0.001239449,0.000950285,0
627,1,0,-0.016967982,0.016967982,0,0.070501558,0.070501558,0.077287503,0.000142778,0.000152014,1
628,1,0,-0.021053582,0.021053582,0,0.06497433,0.06497433,0.073632933,0.000131585,0.000144826,1
629,0,0,0.039209247,0.039209247,0,0.241560251,0.241560251,0.38296935,0.000489203,0.000753249,1
630,0,0,-0.048675589,0.048675589,0,0.106960639,0.106960639,0.12395452,0.000216615,0.000243802,1
631,1,0,-0.013470933,0.013470933,0,0.076997243,0.076997243,0.095492326,0.000155933,0.000187821,1
632,1,0,-0.02501978,0.02501978,0,0.062184453,0.062184453,0.06688273,0.000125935,0.000131549,1
633,1,0,-0.031876102,0.031876102,0,0.072507031,0.072507031,0.08705049,0.00014684,0.000171217,1
634,0,0,0.064863086,0.064863086,1,0.342492521,0.657507479,0.485184014,0.001331572,0.000954292,0
635,0,0,-0.026476242,0.026476242,0,0.08044704,0.08044704,0.097277686,0.00016292,0.000191332,1
636,0,0,0.071056098,0.071056098,1,0.157932907,0.842067122,0.743847251,0.001705339,0.001463047,0
637,1,0,-0.032589912,0.032589912,0,0.072056592,0.072056592,0.077133022,0.000145928,0.00015171,1
638,0,0,-0.019054502,0.019054502,1,0.393465757,0.606534243,0.414209425,0.001228342,0.000814694,0
639,1,0,0.002199672,0.002199672,0,0.080082983,0.080082983,0.112141699,0.000162183,0.000220568,1
640,1,0,-0.059750386,0.059750386,0,0.084918328,0.084918328,0.094254836,0.000171975,0.000185387,1
641,0,0,-0.006494962,0.006494962,0,0.088128947,0.088128947,0.114019386,0.000178477,0.000224261,1
642,0,0,-0.001295075,0.001295075,0,0.214354828,0.214354828,0.302617729,0.000434107,0.000595208,1
643,1,0,-0.003309503,0.003309503,0,0.083187565,0.083187565,0.093363769,0.00016847,0.000183634,1
644,1,-1,-0.021842219,0.978157759,0,0.079503618,0.079503618,0.094139226,0.000161009,0.000185159,1
645,0,0,-0.03360711,0.03360711,0,0.187696531,0.187696531,0.23874861,0.00038012,0.000469586,1
646,1,0,-0.0288243,0.0288243,0,0.143207371,0.143207371,0.1903072,0.000290021,0.000374309,1
647,1,0,-0.040037468,0.040037468,0,0.058088496,0.058088496,0.062251769,0.00011764,0.000122441,1
648,0,0,-0.019033059,0.019033059,0,0.119721651,0.119721651,0.17231153,0.000242458,0.000338914,1
649,0,0,0.001574755,0.001574755,1,0.390974045,0.609025955,0.420707345,0.001233388,0.000827475,0
650,1,0,-0.014702454,0.014702454,0,0.078097731,0.078097731,0.099572986,0.000158162,0.000195847,1
651,1,0,-0.008724436,0.008724436,0,0.175595105,0.175595105,0.239914432,0.000355612,0.000471879,1
652,1,0,-0.02952823,0.02952823,0,0.055671476,0.055671476,0.058755763,0.000112745,0.000115565,1
653,1,0,-0.130796582,0.130796582,1,0.284079522,0.715920448,0.584109783,0.001449869,0.001148865,0
654,1,-1,-0.005297557,0.994702458,0,0.089040533,0.089040533,0.121531658,0.000180323,0.000239036,1
655,1,0,-0.018553607,0.018553607,0,0.064542629,0.064542629,0.071146049,0.000130711,0.000139935,1
656,0,0,-0.011922657,0.011922657,0,0.092909515,0.092909515,0.112731971,0.000188159,0.000221729,1
657,0,0,-0.022024199,0.022024199,0,0.089446075,0.089446075,0.105544291,0.000181145,0.000207591,1
658,1,0,-0.06046316,0.06046316,1,0.321337163,0.678662837,0.575614333,0.001374416,0.001132156,0
659,0,0,0.00170327,0.00170327,0,0.099474542,0.099474542,0.126987457,0.000201454,0.000249767,1
660,1,0,-0.007788256,0.007788256,0,0.10529422,0.10529422,0.161412448,0.00021324,0.000317477,1
661,0,0,-0.021854058,0.021854058,0,0.079249926,0.079249926,0.091491535,0.000160495,0.000179952,1
662,1,0,-0.013464719,0.013464719,0,0.089959025,0.089959025,0.13046211,0.000182183,0.000256601,1
663,0,0,-0.030805334,0.030805334,0,0.097224928,0.097224928,0.117721617,0.000196898,0.000231543,1
664,1,0,0.003398798,0.003398798,0,0.102530062,0.102530062,0.142052919,0.000207642,0.000279399,1
665,0,0,-0.02211228,0.02211228,0,0.088916667,0.088916667,0.092057824,0.000180072,0.000181065,1
666,0,0,-0.048891433,0.048891433,0,0.098544061,0.098544061,0.113534622,0.00019957,0.000223307,1
667,1,0,-0.026238501,0.026238501,0,0.064662255,0.064662255,0.075438857,0.000130953,0.000148378,1
668,0,0,0.007886231,0.007886231,1,0.380951494,0.619048476,0.432685137,0.001253686,0.000851033,0
669,1,0,-0.032336004,0.032336004,0,0.058025755,0.058025755,0.053765766,0.000117513,0.00010575,0
670,1,0,-0.016113803,0.016113803,0,0.07373099,0.07373099,0.089419559,0.000149319,0.000175876,1
671,1,0,-0.037181824,0.037181824,0,0.141836807,0.141836807,0.190953553,0.000287245,0.00037558,1
672,0,1,-0.05624076,1.056240797,0,0.173618242,0.173618242,0.233249411,0.000351608,0.00045877,1
673,0,0,-0.023090325,0.023090325,0,0.103512004,0.103512004,0.133848667,0.000209631,0.000263262,1
674,1,0,-0.009364553,0.009364553,0,0.069088317,0.069088317,0.087499209,0.000139916,0.000172099,1
675,1,0,-0.020815104,0.020815104,0,0.085579447,0.085579447,0.109166898,0.000173314,0.000214717,1
676,0,-1,0.004508317,1.004508257,1,0.079143904,0.920856118,0.92317605,0.001864901,0.001815763,1
677,1,0,-0.024857838,0.024857838,0,0.061814722,0.061814722,0.061333533,0.000125186,0.000120635,0
678,1,0,-0.010394953,0.010394953,0,0.070731156,0.070731156,0.079945862,0.000143243,0.000157243,1
679,1,-1,-0.02136568,0.978634298,0,0.065519288,0.065519288,0.079046465,0.000132688,0.000155474,1
680,0,0,0.040492505,0.040492505,0,0.133027628,0.133027628,0.209145486,0.000269405,0.000411361,1
681,0,0,-0.024545513,0.024545513,0,0.087460518,0.087460518,0.095647566,0.000177123,0.000188126,1
682,1,0,-0.001468137,0.001468137,0,0.132649466,0.132649466,0.172789186,0.000268639,0.000339853,1
683,1,0,-0.023032472,0.023032472,0,0.066714577,0.066714577,0.074020401,0.000135109,0.000145588,1
684,0,0,-0.013701223,0.013701223,0,0.089705296,0.089705296,0.102937192,0.00018167,0.000202464,1
685,0,0,-0.018899791,0.018899791,0,0.099099167,0.099099167,0.121796936,0.000200694,0.000239558,1
686,1,0,-0.048236564,0.048236564,1,0.163716078,0.836283922,0.820241511,0.001693627,0.001613305,0
687,1,0,-0.058574498,0.058574498,1,0.324344486,0.675655484,0.530721664,0.001368325,0.001043858,0
688,0,0,-0.015768878,0.015768878,0,0.083516091,0.083516091,0.095874019,0.000169135,0.000188571,1
689,0,0,0.069678724,0.069678724,1,0.25228861,0.74771142,0.636289775,0.001514251,0.001251496,0
690,0,0,-0.02071213,0.02071213,0,0.097348392,0.097348392,0.116495848,0.000197148,0.000229132,1
691,1,0,0.034561783,0.034561783,0,0.267869532,0.267869532,0.369194388,0.000542484,0.000726156,1
692,1,0,0.032490805,0.032490805,1,0.140224785,0.859775186,0.822093666,0.001741201,0.001616947,0
693,1,0,-0.030912988,0.030912988,0,0.08637616,0.08637616,0.098600045,0.000174927,0.000193933,1
694,0,0,-0.017472975,0.017472975,0,0.090268053,0.090268053,0.112695433,0.000182809,0.000221657,1
695,0,0,0.073629618,0.073629618,1,0.180492699,0.819507301,0.73555553,0.001659651,0.001446739,0
696,0,0,0.012835197,0.012835197,0,0.11229559,0.11229559,0.142784819,0.000227419,0.000280839,1
697,1,0,-0.025589131,0.025589131,0,0.06634365,0.06634365,0.07595434,0.000134358,0.000149392,1
698,1,0,-0.08367452,0.08367452,1,0.266078025,0.733922005,0.606703401,0.001486325,0.001193304,0
699,0,0,-0.024022698,0.024022698,0,0.096325025,0.096325025,0.118474543,0.000195076,0.000233023,1
700,1,0,-0.010804854,0.010804854,0,0.073172882,0.073172882,0.090424985,0.000148188,0.000177854,1
701,1,0,-0.025110587,0.025110587,0,0.175495133,0.175495133,0.20296444,0.00035541,0.000399204,1
702,0,-1,-0.07865414,0.92134583,1,0.377137661,0.622862339,0.470999122,0.001261409,0.000926392,0
703,0,1,0.004447863,0.995552123,0,0.144131571,0.144131571,0.216573432,0.000291893,0.000425971,1
704,1,0,-0.017246068,0.017246068,0,0.087225989,0.087225989,0.114927478,0.000176648,0.000226047,1
705,1,0,-0.005796321,0.005796321,1,0.092858687,0.907141328,0.881590605,0.001837126,0.00173397,0
706,0,0,-0.175683349,0.175683349,1,0.417744398,0.582255602,0.441061497,0.001179173,0.000867509,0
707,0,-1,-0.019981727,0.980018258,1,0.114531681,0.885468304,0.856725812,0.001793234,0.001685064,0
708,1,0,-0.034398645,0.034398645,0,0.069411203,0.069411203,0.08031565,0.00014057,0.00015797,1
709,0,0,-0.057588503,0.057588503,0,0.235606045,0.235606045,0.322497725,0.000477145,0.00063431,1
710,0,-1,-0.039826825,0.96017319,1,0.128389999,0.871609986,0.854474247,0.001765169,0.001680636,0
711,0,0,0.035993516,0.035993516,1,0.253804088,0.746195912,0.59876442,0.001511182,0.001177689,0
712,0,0,-0.010191061,0.010191061,0,0.101719759,0.101719759,0.133041143,0.000206001,0.000261674,1
713,0,0,-0.028925367,0.028925367,0,0.081361078,0.081361078,0.090307415,0.000164771,0.000177623,1
714,0,0,-0.016882427,0.016882427,0,0.098406769,0.098406769,0.121226273,0.000199292,0.000238436,1
715,1,0,-0.025836408,0.025836408,0,0.093890823,0.093890823,0.11459291,0.000190146,0.000225389,1
716,0,0,-0.011344805,0.011344805,0,0.101376504,0.101376504,0.130803794,0.000205306,0.000257273,1
717,1,0,-0.002650917,0.002650917,0,0.08950223,0.08950223,0.131166264,0.000181258,0.000257986,1
718,1,0,-0.018479854,0.018479854,0,0.066738471,0.066738471,0.073540829,0.000135158,0.000144645,1
719,1,0,-0.030511409,0.030511409,0,0.063155055,0.063155055,0.064849533,0.0001279,0.00012755,1
720,1,0,-0.016087607,0.016087607,0,0.069392711,0.069392711,0.079306729,0.000140533,0.000155986,1
721,1,0,-0.023036197,0.023036197,0,0.123819143,0.123819143,0.16521126,0.000250756,0.000324948,1
722,0,-1,-0.052498378,0.9475016,1,0.176513106,0.823486924,0.768358588,0.001667711,0.001511258,0
723,1,0,-0.014944077,0.014944077,0,0.072952658,0.072952658,0.078765608,0.000147742,0.000154921,1
724,1,0,-0.019664645,0.019664645,0,0.069535069,0.069535069,0.074406251,0.000140821,0.000146347,1
725,1,0,0.025962651,0.025962651,1,0.376970828,0.623029172,0.463823199,0.001261747,0.000912278,0
726,1,0,-0.008602552,0.008602552,0,0.077088386,0.077088386,0.09138377,0.000156118,0.00017974,1
727,1,0,-0.028866902,0.028866902,0,0.067048751,0.067048751,0.063129008,0.000135786,0.000124166,0
728,1,0,-0.014415987,0.014415987,0,0.065324605,0.065324605,0.069239333,0.000132294,0.000136184,1
729,1,0,-0.03929963,0.03929963,0,0.086645819,0.086645819,0.11283011,0.000175474,0.000221922,1
730,1,0,0.008510768,0.008510768,0,0.136289597,0.136289597,0.178351879,0.000276011,0.000350794,1
731,1,0,-0.020692892,0.020692892,0,0.069245957,0.069245957,0.077907026,0.000140236,0.000153233,1
732,1,-1,0.07574895,1.07574892,0,0.291270316,0.291270316,0.454839259,0.000589875,0.000894608,1
733,1,-1,-0.028355598,0.971644402,0,0.062570259,0.062570259,0.082069993,0.000126716,0.000161421,1
734,0,0,-0.009329692,0.009329692,0,0.091362052,0.091362052,0.103163071,0.000185025,0.000202908,1
735,0,0,-0.013361774,0.013361774,0,0.091363281,0.091363281,0.107576221,0.000185027,0.000211588,1
736,1,0,-0.173341349,0.173341349,1,0.141519144,0.858480871,0.783527315,0.00173858,0.001541093,0
737,1,0,-0.012742445,0.012742445,0,0.077045321,0.077045321,0.08947356,0.000156031,0.000175982,1
738,0,0,-0.015751697,0.015751697,0,0.091053031,0.091053031,0.114797197,0.000184399,0.000225791,1
739,0,0,-0.034461141,0.034461141,0,0.100071661,0.100071661,0.113631137,0.000202663,0.000223497,1
740,0,0,-0.038783737,0.038783737,0,0.098071329,0.098071329,0.099591479,0.000198612,0.000195883,1
741,1,0,-0.017944843,0.017944843,0,0.102145702,0.102145702,0.138149634,0.000206864,0.000271722,1
742,1,0,-0.009239197,0.009239197,0,0.070624843,0.070624843,0.082830951,0.000143028,0.000162917,1
743,1,0,0.005000889,0.005000889,0,0.100343235,0.100343235,0.136503771,0.000203213,0.000268485,1
744,0,0,-0.087856025,0.087856025,0,0.323755711,0.323755711,0.456536263,0.000655664,0.000897945,1
745,1,0,-0.022084072,0.022084072,0,0.090509929,0.090509929,0.117570072,0.000183299,0.000231244,1
746,0,0,-0.011769243,0.011769243,0,0.082638599,0.082638599,0.087470181,0.000167358,0.000172042,1
747,0,0,-0.01929336,0.01929336,0,0.097662583,0.097662583,0.116908349,0.000197784,0.000229943,1
748,0,0,-0.018121764,0.018121764,0,0.085701831,0.085701831,0.101077765,0.000173562,0.000198806,1
749,0,0,-0.009439103,0.009439103,0,0.08746691,0.08746691,0.099795237,0.000177136,0.000196284,1
750,0,0,-0.033453375,0.033453375,0,0.334045917,0.334045917,0.483325005,0.000676504,0.000950635,1
751,0,0,-0.016352296,0.016352296,0,0.098973908,0.098973908,0.124124005,0.00020044,0.000244135,1
752,1,0,-0.023988545,0.023988545,0,0.06755013,0.06755013,0.079481117,0.000136801,0.000156329,1
753,1,0,0.023196608,0.023196608,0,0.192722902,0.192722902,0.30204764,0.000390299,0.000594087,1
754,0,0,-0.047702208,0.047702208,0,0.262356371,0.262356371,0.351614237,0.000531319,0.000691578,1
755,1,0,-0.01785101,0.01785101,0,0.075054176,0.075054176,0.08109279,0.000151998,0.000159499,1
756,0,0,-0.02170562,0.02170562,0,0.095014073,0.095014073,0.09974663,0.000192421,0.000196188,1
757,0,0,-0.004296042,0.004296042,0,0.103915751,0.103915751,0.13881363,0.000210448,0.000273028,1
758,0,-1,0.07689105,1.076891065,1,0.233366892,0.766633093,0.674722552,0.001552571,0.001327088,0
759,1,0,-0.030744698,0.030744698,0,0.056468043,0.056468043,0.080026448,0.000114358,0.000157401,1
760,0,0,-0.014763989,0.014763989,0,0.095989875,0.095989875,0.117842592,0.000194397,0.000231781,1
761,0,0,-0.018574417,0.018574417,0,0.087624468,0.087624468,0.096766889,0.000177455,0.000190327,1
762,1,0,-0.007811226,0.007811226,0,0.083446808,0.083446808,0.101942226,0.000168995,0.000200507,1
763,0,0,-0.015787825,0.015787825,0,0.090516776,0.090516776,0.110087253,0.000183313,0.000216527,1
764,1,1,-0.033148095,1.03314805,1,0.115670964,0.884329021,0.84430182,0.001790927,0.001660628,0
765,0,0,-0.025015756,0.025015756,0,0.08581838,0.08581838,0.081236355,0.000173798,0.000159781,0
766,0,0,-0.012353145,0.012353145,0,0.087118685,0.087118685,0.101908438,0.000176431,0.00020044,1
767,1,1,-0.02738364,1.027383685,1,0.081273794,0.918726206,0.896968722,0.001860587,0.001764217,0
768,1,0,-0.145695567,0.145695567,0,0.245514274,0.245514274,0.298508227,0.000497211,0.000587125,1
769,0,0,-0.02369383,0.02369383,0,0.357472777,0.357472777,0.5214113,0.000723947,0.001025546,1
770,0,0,-0.016404785,0.016404785,0,0.090001315,0.090001315,0.107344866,0.000182269,0.000211133,1
771,1,0,-0.023833737,0.023833737,0,0.080712378,0.080712378,0.098900765,0.000163457,0.000194524,1
772,1,1,-0.117329702,1.117329717,1,0.224524602,0.775475383,0.680681229,0.001570479,0.001338808,0
773,0,0,-0.013561405,0.013561405,0,0.085391119,0.085391119,0.104861133,0.000172933,0.000206248,1
774,0,0,-0.048145384,0.048145384,1,0.311148971,0.688850999,0.535424948,0.001395048,0.001053109,0
775,1,0,-0.009565905,0.009565905,0,0.077640042,0.077640042,0.08655452,0.000157235,0.000170241,1
776,0,-1,-0.02161482,0.97838521,1,0.086859569,0.913140416,0.898621917,0.001849275,0.001767468,0
777,0,0,-0.022143215,0.022143215,0,0.094363518,0.094363518,0.109672554,0.000191103,0.000215711,1
778,1,0,-0.011202849,0.011202849,0,0.078498751,0.078498751,0.102780387,0.000158974,0.000202155,1
779,0,1,-0.03177242,1.031772375,0,0.16853413,0.16853413,0.240194157,0.000341312,0.00047243,1
780,0,0,-0.016360991,0.016360991,0,0.09990599,0.09990599,0.123816043,0.000202328,0.000243529,1
781,0,0,-0.01232899,0.01232899,0,0.096183188,0.096183188,0.116921395,0.000194788,0.000229969,1
782,1,0,-0.029827699,0.029827699,0,0.059325516,0.059325516,0.056270815,0.000120145,0.000110677,0
783,0,0,-0.025958009,0.025958009,0,0.105551131,0.105551131,0.128090069,0.00021376,0.000251936,1
784,0,1,-0.00438042,1.004380465,0,0.20253469,0.20253469,0.284589171,0.00041017,0.000559749,1
785,0,0,-0.025880694,0.025880694,0,0.089765362,0.089765362,0.098697074,0.000181791,0.000194124,1
786,0,0,-0.027278289,0.027278289,0,0.110968418,0.110968418,0.135471255,0.000224731,0.000266454,1
787,1,0,-0.059055209,0.059055209,1,0.359714419,0.640285611,0.501874328,0.001296695,0.000987119,0
788,1,0,-0.017986953,0.017986953,0,0.379918665,0.379918665,0.548834801,0.000769404,0.001079484,1
789,0,0,-0.027040854,0.027040854,0,0.100084201,0.100084201,0.116852261,0.000202689,0.000229833,1
790,1,0,-0.041421801,0.041421801,1,0.309629917,0.690370083,0.555649042,0.001398125,0.001092887,0
791,0,0,-0.021835648,0.021835648,0,0.094059393,0.094059393,0.11089287,0.000190487,0.000218111,1
792,0,0,-0.008644819,0.008644819,0,0.082925603,0.082925603,0.10252285,0.000167939,0.000201649,1
793,0,0,-0.019417148,0.019417148,0,0.074669376,0.074669376,0.08051493,0.000151219,0.000158362,1
794,1,0,-0.046971008,0.046971008,0,0.155221671,0.155221671,0.224401608,0.000314352,0.000441368,1
795,1,0,-0.06541729,0.06541729,0,0.128358155,0.128358155,0.159422427,0.000259949,0.000313562,1
796,0,0,-0.041874617,0.041874617,0,0.14667505,0.14667505,0.192706078,0.000297044,0.000379027,1
797,0,0,-0.028882623,0.028882623,1,0.349598557,0.650401473,0.489539802,0.001317181,0.000962859,0
798,1,0,0.001046114,0.001046114,0,0.093019322,0.093019322,0.1272569,0.000188381,0.000250297,1
799,0,0,-0.006920449,0.006920449,0,0.10041479,0.10041479,0.12995784,0.000203358,0.00025561,1
800,0,0,-0.014966093,0.014966093,0,0.096925475,0.096925475,0.120286591,0.000196292,0.000236588,1
801,0,0,-0.016918756,0.016918756,0,0.100199796,0.100199796,0.126991808,0.000202923,0.000249776,1
802,1,0,-0.019707188,0.019707188,0,0.09023986,0.09023986,0.107650153,0.000182752,0.000211733,1
803,1,0,-0.02064088,0.02064088,0,0.078213491,0.078213491,0.093216889,0.000158397,0.000183345,1
804,1,0,-0.043157771,0.043157771,0,0.055179171,0.055179171,0.055251524,0.000111748,0.000108672,1
805,1,0,0.105175689,0.105175689,1,0.353986561,0.646013439,0.477009535,0.001308295,0.000938213,0
